Brand_Name_s__s,Equipment_Family_s,Nominal_Speed_of_Rotation_in_Revolutions_per_Minute__rpm__d,Operating_Mode_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model__Bare_Pump__m,Individual_Model_Number__Driver___If_Applicable_m,Individual_Model_Number__Controls___If_Applicable_m,Alternate_Single_Individual_Model_Number_for_Bare_Pump_with_Driver_or_Bare_Pump_with_Driver_and_Controls_m,Pump_Configuration_s,Pump_Energy_Index__PEI__as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Pump_Total_Head_in_Feet_at_Best_Efficiency_Point__BEP__and_Nominal_Speed_as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Volume_per_Unit_Time__Flow_Rate__in_Gallons_per_Minute__gpm__at_Best_Efficiency_Point__BEP__and_Nominal_Speed_d,Full_Impeller_Diameter_in_Inches__in___d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_EM_Pumps___Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Was_the_PEICL_Calculated_or_Tested__s,For_EM_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_25__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_50__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_75__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input__measured_as_the_input_power_to_the_driver_and_controls__at_100__Load_Point__Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_C_and_NC_Pumps___Was_the_PEIVL_Calculated_or_Tested__s,For_C_or_NC_Pumps___Variable_Load_Pump_Energy_Rating__PERVL___Optional__d,Pump_Efficiency_at_Best_Efficiency_Point__BEP__in_percent______Optional__d,For_RSV_and_ST_Pumps__the_Number_of_Stages_Tested_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN040-270A,FN040-270A-1004N,1004N,,,EM-pump sold with an electric motor (no controls),0.85,95.29,228.03,10.63,,,,,6.93,7.98,8.34,C,7.75,,,,,,,68.83,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN050-140A,FN050-140A-0204N,0204N,,,EM-pump sold with an electric motor (no controls),0.76,29.8,159.11,5.71,,,,,1.28,1.52,1.6,C,1.47,,,,,,,78.94,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN050-160A,FN050-160A-0104N,0104N,,,EM-pump sold with an electric motor (no controls),0.69,24.8,87.32,6.3,,,,,0.58,0.69,0.73,C,0.67,,,,,,,79.48,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN050-190A,FN050-190A-0304N,0304N,,,EM-pump sold with an electric motor (no controls),0.77,49.14,150.1,7.48,,,,,2.06,2.44,2.6,C,2.37,,,,,,,76.42,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN050-190A,FN050-190A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.77,56.92,181.57,7.48,,,,,2.89,3.42,3.67,C,3.33,,,,,,,76.33,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN050-240A,FN050-240A-0304N,0304N,,,EM-pump sold with an electric motor (no controls),0.9,49.79,98.58,9.06,,,,,1.83,2.14,2.26,C,2.08,,,,,,,58.01,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN065-220A,FN065-220A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.76,49.21,242.71,8.66,,,,,3.09,3.67,3.9,C,3.55,,,,,,,82.32,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN065-220A,FN065-220A-0754N,0754N,,,EM-pump sold with an electric motor (no controls),0.83,62.19,287.56,8.66,,,,,4.85,5.68,6.04,C,5.52,,,,,,,79.67,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN065-240A,FN065-240A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.79,57.18,204.27,9.45,,,,,3.33,3.87,4.03,C,3.74,,,,,,,76.27,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN065-270A,FN065-270A-1004N,1004N,,,EM-pump sold with an electric motor (no controls),0.8,91.82,196.31,10.59,,,,,5.61,6.6,7.04,C,6.42,,,,,,,69.06,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN065-270C,FN065-270C-1004N,1004N,,,EM-pump sold with an electric motor (no controls),0.85,77.66,308.32,10.63,,,,,6.72,8.0,8.51,C,7.74,,,,,,,75.65,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN065-300B,FN065-300B-2004N,2004N,,,EM-pump sold with an electric motor (no controls),0.86,121.86,428.81,11.81,,,,,14.61,17.83,18.47,C,17.0,,,,,,,74.45,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-170A,FN080-170A-0204N,0204N,,,EM-pump sold with an electric motor (no controls),0.86,17.32,302.46,6.69,,,,,1.67,1.85,1.9,C,1.81,,,,,,,71.68,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-170A,FN080-170A-0304N,0304N,,,EM-pump sold with an electric motor (no controls),0.89,22.66,357.73,6.69,,,,,2.47,2.73,2.81,C,2.67,,,,,,,75.1,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-170A,FN080-170A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.9,30.54,441.63,6.69,,,,,4.08,4.52,4.65,C,4.42,,,,,,,75.42,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-210A,FN080-210A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.83,35.88,354.54,8.27,,,,,3.43,3.92,4.1,C,3.82,,,,,,,82.12,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-210A,FN080-210A-0754N,0754N,,,EM-pump sold with an electric motor (no controls),0.86,48.47,414.23,8.27,,,,,5.52,6.22,6.52,C,6.09,,,,,,,81.58,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-210A,FN080-210A-1504N,1504N,,,EM-pump sold with an electric motor (no controls),0.87,66.7,604.25,8.27,,,,,10.73,12.29,12.83,C,12.0,,,,,,,82.94,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-255A,FN080-255A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.79,47.74,283.0,10.0,,,,,3.64,4.14,4.31,C,4.03,,,,,,,82.44,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN080-330A,FN080-330A-2504N,2504N,,,EM-pump sold with an electric motor (no controls),0.91,97.65,684.64,12.99,,,,,18.61,21.4,22.35,C,20.8,,,,,,,79.03,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-180A,FN100-180A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.83,27.24,542.12,7.09,,,,,4.11,4.58,4.72,C,4.47,,,,,,,81.53,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-210A,FN100-210A-1504N,1504N,,,EM-pump sold with an electric motor (no controls),0.91,53.53,815.45,8.27,,,,,12.23,13.74,14.09,C,13.4,,,,,,,80.32,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-240A,FN100-240A-1504N,1504N,,,EM-pump sold with an electric motor (no controls),0.89,75.07,504.79,9.45,,,,,10.57,12.17,12.79,C,11.8,,,,,,,78.75,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-270A,FN100-270A-1504N,1504N,,,EM-pump sold with an electric motor (no controls),0.95,69.25,497.81,10.24,,,,,10.31,11.84,12.33,C,11.5,,,,,,,73.65,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-330A,FN100-330A-3004N,3004N,,,EM-pump sold with an electric motor (no controls),0.85,132.46,569.28,12.99,,,,,19.91,24.04,25.96,C,23.3,,,,,,,79.31,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-330C,FN100-330C-2004N,2004N,,,EM-pump sold with an electric motor (no controls),0.91,97.13,367.94,12.99,,,,,10.94,12.82,13.57,C,12.4,,,,,,,70.46,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN100-330C,FN100-330C-2504N,2504N,,,EM-pump sold with an electric motor (no controls),0.87,112.14,450.44,12.99,,,,,14.32,16.83,17.74,C,16.3,,,,,,,75.87,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN125-250A,FN125-250A-0504N,0504N,,,EM-pump sold with an electric motor (no controls),0.84,27.55,576.43,8.5,,,,,4.63,4.91,4.98,C,4.84,,,,,,,81.83,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN125-250A,FN125-250A-1004N,1004N,,,EM-pump sold with an electric motor (no controls),0.87,41.77,745.71,7.52,,,,,8.81,9.53,9.73,C,9.36,,,,,,,82.7,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN125-270A,FN125-270A-2504N,2504N,,,EM-pump sold with an electric motor (no controls),0.91,84.74,687.49,10.94,,,,,15.92,18.51,19.56,C,18.0,,,,,,,79.57,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN125-270B,FN125-270B-3004N,3004N,,,EM-pump sold with an electric motor (no controls),0.9,74.1,1187.07,10.63,,,,,23.24,26.36,27.36,C,25.7,,,,,,,84.36,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN150-250A,FN150-250A-2004N,2004N,,,EM-pump sold with an electric motor (no controls),0.92,61.81,972.08,9.76,,,,,16.74,18.38,18.98,C,18.0,,,,,,,82.65,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN150-270B,FN150-270B-2504N,2504N,,,EM-pump sold with an electric motor (no controls),0.97,41.61,1597.96,10.63,,,,,20.59,22.31,23.09,C,22.0,,,,,,,75.38,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN150-270B,FN150-270B-3004N,3004N,,,EM-pump sold with an electric motor (no controls),0.93,53.26,1671.2,10.63,,,,,26.36,28.07,29.06,C,27.8,,,,,,,80.2,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN150-300A,FN150-300A-2504N,2504N,,,EM-pump sold with an electric motor (no controls),0.91,75.83,1045.66,11.42,,,,,22.0,24.26,24.76,C,23.7,,,,,,,82.67,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN150-300A,FN150-300A-3004N,3004N,,,EM-pump sold with an electric motor (no controls),0.96,78.41,1130.62,11.42,,,,,25.11,28.09,28.67,C,27.3,,,,,,,79.82,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN150-300A,FN150-300A-4004N,4004N,,,EM-pump sold with an electric motor (no controls),0.97,91.45,1287.45,11.42,,,,,33.69,37.63,38.69,C,36.7,,,,,,,79.11,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN200-250A,FN200-250A-1504N,1504N,,,EM-pump sold with an electric motor (no controls),0.91,43.06,1246.3,9.65,,,,,16.41,16.7,16.65,C,16.6,,,,,,,81.28,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN200-250A,FN200-250A-2504N,2504N,,,EM-pump sold with an electric motor (no controls),0.93,52.47,1499.79,9.65,,,,,24.15,24.71,24.69,C,24.5,,,,,,,80.53,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN200-270B,FN200-270B-2004N,2004N,,,EM-pump sold with an electric motor (no controls),0.98,38.68,1806.89,10.24,,,,,22.84,24.13,24.32,C,23.8,,,,,,,73.26,,No,No
herborner.F-N,End suction close-coupled,1800.0,Constant load,FN200-270B,FN200-270B-4004N,4004N,,,EM-pump sold with an electric motor (no controls),0.99,63.9,1753.04,10.24,,,,,34.04,36.53,37.81,C,36.1,,,,,,,77.56,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN040-270A,FN040-270A-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.79,64.36,162.29,10.63,,,,,3.18,3.67,3.87,C,3.57,,,,,,,72.06,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN040-270A,FN040-270A-1004C,1004C,,,EM-pump sold with an electric motor (no controls),0.85,94.09,232.4,10.63,,,,,7.14,8.02,8.46,C,7.87,,,,,,,68.94,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN050-190B,FN050-190B-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.79,52.64,186.61,7.48,,,,,2.73,3.22,3.43,C,3.13,,,,,,,77.18,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN050-240A,FN050-240A-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.71,74.57,158.54,9.45,,,,,3.32,3.83,4.08,C,3.74,,,,,,,78.08,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN050-240B,FN050-240B-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.74,60.44,125.26,9.06,,,,,2.36,2.69,2.83,C,2.63,,,,,,,71.27,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-200A,FN065-200A-0304C,0304C,,,EM-pump sold with an electric motor (no controls),0.8,41.18,150.5,7.87,,,,,1.78,2.07,2.17,C,2.01,,,,,,,75.81,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-200A,FN065-200A-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.72,60.24,181.15,7.87,,,,,2.88,3.38,3.61,C,3.29,,,,,,,81.65,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-220A,FN065-220A-0754C,0754C,,,EM-pump sold with an electric motor (no controls),0.76,65.54,296.11,8.66,,,,,4.81,5.71,6.1,C,5.54,,,,,,,85.9,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-270A,FN065-270A-1004C,1004C,,,EM-pump sold with an electric motor (no controls),0.78,91.85,212.47,10.59,,,,,5.77,6.76,7.19,C,6.57,,,,,,,73.02,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-270C,FN065-270C-1004C,1004C,,,EM-pump sold with an electric motor (no controls),0.82,80.76,307.74,10.63,,,,,6.81,8.12,8.61,C,7.85,,,,,,,77.39,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-300B,FN065-300B-1504C,1504C,,,EM-pump sold with an electric motor (no controls),0.85,97.76,366.79,11.81,,,,,10.03,11.97,12.74,C,11.6,,,,,,,75.77,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN065-300B,FN065-300B-2004C,2004C,,,EM-pump sold with an electric motor (no controls),0.85,123.76,417.47,11.81,,,,,14.39,17.53,18.94,C,17.0,,,,,,,74.54,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-170A,FN080-170A-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.77,34.84,461.71,6.69,,,,,4.11,4.55,4.67,C,4.44,,,,,,,89.48,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-210A,FN080-210A-0754C,0754C,,,EM-pump sold with an electric motor (no controls),0.84,46.31,440.81,8.27,,,,,5.41,6.21,6.47,C,6.03,,,,,,,83.17,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-210A,FN080-210A-1004C,1004C,,,EM-pump sold with an electric motor (no controls),0.83,58.02,474.23,8.27,,,,,7.21,8.25,8.62,C,8.03,,,,,,,84.28,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-255A,FN080-255A-0754C,0754C,,,EM-pump sold with an electric motor (no controls),0.8,63.85,326.41,10.0,,,,,5.45,6.36,6.67,C,6.16,,,,,,,82.88,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-255A,FN080-255A-1004C,1004C,,,EM-pump sold with an electric motor (no controls),0.83,73.96,362.54,10.0,,,,,7.42,8.47,8.79,C,8.23,,,,,,,80.07,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-330A,FN080-330A-2004C,2004C,,,EM-pump sold with an electric motor (no controls),0.95,81.71,627.82,12.99,,,,,15.09,17.23,17.98,C,16.8,,,,,,,75.3,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-330A,FN080-330A-2504C,2504C,,,EM-pump sold with an electric motor (no controls),0.94,98.41,654.81,12.99,,,,,18.55,21.44,22.27,C,20.8,,,,,,,76.02,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-330A,FN080-330A-3004C,3004C,,,EM-pump sold with an electric motor (no controls),0.85,108.22,831.04,12.99,,,,,23.2,26.34,27.16,C,25.6,,,,,,,86.37,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN080-330A,FN080-330A-4004C,4004C,,,EM-pump sold with an electric motor (no controls),0.93,123.95,858.25,12.99,,,,,30.27,34.73,36.32,C,33.8,,,,,,,77.47,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN100-180A,FN100-180A-0504C,0504C,,,EM-pump sold with an electric motor (no controls),0.78,28.8,541.55,7.09,,,,,4.02,4.52,4.64,C,4.39,,,,,,,87.3,,No,No
herborner.F-N-C,End suction close-coupled,1800.0,Constant load,FN100-180A,FN100-180A-0754C,0754C,,,EM-pump sold with an electric motor (no controls),0.8,38.06,634.69,7.09,,,,,6.12,6.79,7.03,C,6.65,,,,,,,89.95,,No,No
